k,l,t,current_theta,current_thetadot,force,next_theta,next_thetadot,reward
67,1,67,1.4822940572094743,3.1913691703438736,-3,1.4988623423252363,3.3136570231523876,-21.004462078334754
68,1,68,1.4988623423252363,3.3136570231523876,-3,1.5160411160423515,3.435754743423036,-21.330973892912183
69,1,69,1.5160411160423515,3.435754743423036,3,1.5382596955729395,4.443715906117607,-21.67234439335008
70,1,70,1.5382596955729395,4.443715906117607,-3,1.56104968933159,4.557998751730083,-22.805875560549026
71,1,71,1.56104968933159,4.557998751730083,0,1.5866234440923148,5.114750952144964,-14.261915924888566
72,1,72,1.5866234440923148,5.114750952144964,3,1.6171739588646503,6.110102954467102,-24.202937496963575
73,1,73,1.6171739588646503,6.110102954467102,0,1.6504431392536525,6.653836077800455,-16.809593877568588
74,1,74,1.6504431392536525,6.653836077800455,-3,1.684187548955779,6.748881940425301,-27.04716623457115
75,1,75,1.684187548955779,6.748881940425301,3,1.7228247160238281,7.727433413609834,-27.73717924486825
76,1,76,1.7228247160238281,7.727433413609834,0,1.7640848722110554,8.252031237445454,-20.811947726890295
77,1,77,1.7640848722110554,8.252031237445454,0,1.8079260221670876,8.768229991206438,-22.369579136197032
78,1,78,1.8079260221670876,8.768229991206438,-3,1.8520842763868801,8.83165084395851,-33.03116822601375
79,1,79,1.8520842763868801,8.83165084395851,3,1.900954503171626,9.774045356949154,-33.95088649715687
80,1,80,1.900954503171626,9.774045356949154,3,1.9544554048370586,10.700180333086545,-36.62133637961235
81,1,81,1.9544554048370586,10.700180333086545,3,2.0124945218961363,11.607823411815556,-39.548865563541156
82,1,82,2.0124945218961363,11.607823411815556,0,2.072751050234588,12.051305667690265,-33.724827439299126
83,1,83,2.072751050234588,12.051305667690265,-3,2.1329105529162278,12.031900536328017,-45.00488141085329
84,1,84,2.1329105529162278,12.031900536328017,-3,2.1928832989946465,11.994549215683755,-46.22320018531608
85,1,85,2.1928832989946465,11.994549215683755,0,2.2547870037981985,12.380740960710359,-38.4306069037942
86,1,86,2.2547870037981985,12.380740960710359,-3,2.31627919638458,12.29843851727628,-49.74859683610742
87,1,87,2.31627919638458,12.29843851727628,0,2.379459128455152,12.635986414114466,-41.95090557434245
88,1,88,2.379459128455152,12.635986414114466,-3,2.441966438501529,12.501462009275421,-53.2759439857113
89,1,89,2.441966438501529,12.501462009275421,-3,2.503668477484119,12.340407796517978,-54.44465567077488
90,1,90,2.503668477484119,12.340407796517978,-3,2.56442811612238,12.151927727652193,-55.570345684174406
91,1,91,2.56442811612238,12.151927727652193,-3,2.6241049418738847,11.935365150300909,-56.64839256360312
92,1,92,2.6241049418738847,11.935365150300909,3,2.6869874565343665,12.576502932096354,-57.67492785693646
93,1,93,2.6869874565343665,12.576502932096354,-3,2.7484541689199324,12.293342477113189,-60.91635055796794
94,1,94,2.7484541689199324,12.293342477113189,0,2.8105657284585868,12.422311907730865,-52.88262851922633
95,1,95,2.8105657284585868,12.422311907730865,3,2.875360208900475,12.958896088377598,-63.92778188322494
96,1,96,2.875360208900475,12.958896088377598,-3,2.9382015375529136,12.568265730487713,-67.13178043757773
97,1,97,2.9382015375529136,12.568265730487713,3,3.0033550533661444,13.030703162646203,-67.9612717236067
98,1,98,3.0033550533661444,13.030703162646203,0,3.06839637706021,13.008264738813107,-62.08063037419956
99,1,99,3.06839637706021,13.008264738813107,3,3.135350082959569,13.390741179871759,-72.99677678528596
100,1,100,3.135350082959569,13.390741179871759,-3,-3.083613797257251,12.844285392553255,-76.08329564820421
101,1,101,-3.083613797257251,12.844285392553255,0,-3.020077709269027,12.70721759764481,-64.04093697771211
102,1,102,-3.020077709269027,12.70721759764481,-3,-2.959624632361647,12.090615381476027,-70.75168475750768
103,1,103,-2.959624632361647,12.090615381476027,3,-2.8979761677520934,12.32969292191065,-67.41518785268755
104,1,104,-2.8979761677520934,12.32969292191065,0,-2.8375360628359374,12.088020983231171,-57.1934620991569
105,1,105,-2.8375360628359374,12.088020983231171,0,-2.7784672228208236,11.813768003022798,-54.87007966857607
106,1,106,-2.7784672228208236,11.813768003022798,-3,-2.723139692698794,11.065506024405913,-61.55591198437283
107,1,107,-2.723139692698794,11.065506024405913,3,-2.6672443032522564,11.179077889307575,-58.321991287374765
108,1,108,-2.6672443032522564,11.179077889307575,0,-2.6131506070621975,10.818739238011737,-48.068139111678626
109,1,109,-2.6131506070621975,10.818739238011737,3,-2.5587693946078005,10.876242490879385,-54.84729234595713
110,1,110,-2.5587693946078005,10.876242490879385,0,-2.506455469933627,10.462784934834705,-44.56576914594887
111,1,111,-2.506455469933627,10.462784934834705,0,-2.4563195646745175,10.027181051821943,-42.358581973061405
112,1,112,-2.4563195646745175,10.027181051821943,-3,-2.410677199218642,9.128473091175053,-49.22196500361576
113,1,113,-2.410677199218642,9.128473091175053,3,-2.3651643004618284,9.102579751362814,-46.38972489179389
114,1,114,-2.3651643004618284,9.102579751362814,0,-2.322093747955381,8.614110501289453,-36.25570665388748
115,1,115,-2.322093747955381,8.614110501289453,0,-2.281535199931759,8.111709604724354,-34.38088684430986
116,1,116,-2.281535199931759,8.111709604724354,3,-2.241333396995213,8.040360587309177,-41.606997613775995
117,1,117,-2.241333396995213,8.040360587309177,3,-2.201561443086002,7.954390781842215,-40.58261681982599
118,1,118,-2.201561443086002,7.954390781842215,3,-2.1622873505799594,7.8548185012085066,-39.56159720944024
119,1,119,-2.1622873505799594,7.8548185012085066,3,-2.1235739764655825,7.742674822875338,-38.54725030108324
120,1,120,-2.1235739764655825,7.742674822875338,3,-2.085479004985991,7.618994295918307,-37.542733508888
121,1,121,-2.085479004985991,7.618994295918307,3,-2.048054973893107,7.484806218576796,-36.551020809310366
122,1,122,-2.048054973893107,7.484806218576796,-3,-2.0157803136679684,6.454932045027775,-35.574878293406066
123,1,123,-2.0157803136679684,6.454932045027775,-3,-1.988656447618234,5.424773209946892,-33.483466135449305
124,1,124,-1.988656447618234,5.424773209946892,0,-1.964460348927832,4.839219738080375,-22.716588771203618
125,1,125,-1.964460348927832,4.839219738080375,-3,-1.9454124235016572,3.8095850852349766,-30.63732707989097
126,1,126,-1.9454124235016572,3.8095850852349766,-3,-1.9314926837303745,2.783947954256543,-29.374441339737434
127,1,127,-1.9314926837303745,2.783947954256543,3,-1.9182439958190174,2.649737582271445,-28.42835655772074
128,1,128,-1.9182439958190174,2.649737582271445,3,-1.9056746195645726,2.5138752508889746,-28.10041106296872
129,1,129,-1.9056746195645726,2.5138752508889746,3,-1.893791597644167,2.3766043840811006,-27.789935655966104
130,1,130,-1.893791597644167,2.3766043840811006,0,-1.8848163146918069,1.7950565904720381,-18.497057916381582
131,1,131,-1.8848163146918069,1.7950565904720381,0,-1.8787338592840868,1.2164910815440106,-18.084885516941732
132,1,132,-1.8787338592840868,1.2164910815440106,-3,-1.877742109474341,0.1983499619491551,-26.796189625250005
133,1,133,-1.877742109474341,0.1983499619491551,3,-1.8773702815096813,0.0743655929319317,-26.63351141920626
134,1,134,-1.8773702815096813,0.0743655929319317,0,-1.8798292383868231,-0.4917913754283718,-17.62314889361991
135,1,135,-1.8798292383868231,-0.4917913754283718,3,-1.8828786513447089,-0.6098825915771452,-26.69297570316449
136,1,136,-1.8828786513447089,-0.6098825915771452,0,-1.8887265218984475,-1.1695741107477138,-17.763355755999235
137,1,137,-1.8887265218984475,-1.1695741107477138,0,-1.8973451018057486,-1.7237159814602088,-17.973229732666162
138,1,138,-1.8973451018057486,-1.7237159814602088,3,-1.906488656540373,-1.828710946924868,-27.296711855205462
139,1,139,-1.906488656540373,-1.828710946924868,0,-1.9183596581561735,-2.3742003231601236,-18.507913360325865
140,1,140,-1.9183596581561735,-2.3742003231601236,0,-1.9329245038813223,-2.912969145029783,-18.964201607654715
141,1,141,-1.9329245038813223,-2.912969145029783,-3,-1.9523621323783364,-3.887525699402809,-28.529524612513836
142,1,142,-1.9523621323783364,-3.887525699402809,-3,-1.9766126371871404,-4.850100961760777,-29.569875086076156
143,1,143,-1.9766126371871404,-4.850100961760777,-3,-2.00560994682722,-5.7994619280158695,-30.88733552136679
144,1,144,-2.00560994682722,-5.7994619280158695,-3,-2.0392810149304643,-6.734213620648884,-32.47573215951198
145,1,145,-2.0392810149304643,-6.734213620648884,0,-2.0753294003337137,-7.209677080649848,-25.32829859813242
146,1,146,-2.0753294003337137,-7.209677080649848,3,-2.1114706209101706,-7.228244115291379,-35.732904960172235
147,1,147,-2.1114706209101706,-7.228244115291379,0,-2.149865916639104,-7.679059145786631,-27.51629221385835
148,1,148,-2.149865916639104,-7.679059145786631,0,-2.1904367877811795,-8.114174228415143,-29.006412234081402
149,1,149,-2.1904367877811795,-8.114174228415143,-3,-2.2353134474357157,-8.975331930907222,-39.57404894723331
150,1,150,-2.2353134474357157,-8.975331930907222,0,-2.282166276273807,-9.370565767618313,-33.038789368431
151,1,151,-2.282166276273807,-9.370565767618313,0,-2.330891243029239,-9.744993351086352,-34.8221648433333
152,1,152,-2.330891243029239,-9.744993351086352,3,-2.379160908548866,-9.653933103925423,-45.66175947542367
153,1,153,-2.379160908548866,-9.653933103925423,-3,-2.4313087751698435,-10.429573324195438,-46.621875581342046
154,1,154,-2.4313087751698435,-10.429573324195438,0,-2.4849737597049484,-10.732996907020983,-40.43391177356632
155,1,155,-2.4849737597049484,-10.732996907020983,3,-2.537804835903122,-10.566215239634651,-51.39519519272293
156,1,156,-2.537804835903122,-10.566215239634651,3,-2.589682084262959,-10.375449671967488,-52.36675737469511
157,1,157,-2.589682084262959,-10.375449671967488,-3,-2.6449152272826204,-11.04662860393223,-53.29726207731574
158,1,158,-2.6449152272826204,-11.04662860393223,0,-2.7011201435778003,-11.240983259035938,-47.18068314887876
159,1,159,-2.7011201435778003,-11.240983259035938,-3,-2.7603558286727368,-11.847137018987274,-58.116220613201406
160,1,160,-2.7603558286727368,-11.847137018987274,-3,-2.822436996551144,-12.416233575681478,-61.13328705910362
161,1,161,-2.822436996551144,-12.416233575681478,3,-2.8827369886029808,-12.059998410367353,-64.24703861809121
162,1,162,-2.8827369886029808,-12.059998410367353,-3,-2.945529605409525,-12.558523361308794,-65.09521889310521
163,1,163,-2.945529605409525,-12.558523361308794,3,-3.0061825223844503,-12.130583394985072,-68.15237418337384
164,1,164,-3.0061825223844503,-12.130583394985072,3,-3.0645354358826924,-11.670582699648453,-68.90077213971743
165,1,165,-3.0645354358826924,-11.670582699648453,3,-3.120434653755634,-11.179843574588306,-69.577137243837
166,1,166,-3.120434653755634,-11.179843574588306,0,3.107235608946533,-11.10300889548383,-61.18445237702156
167,1,167,3.107235608946533,-11.10300889548383,-3,3.050050819100979,-11.436957969110793,-69.60224630084596
168,1,168,3.050050819100979,-11.436957969110793,-3,2.9913788913507964,-11.734385550036587,-68.59445075421345
169,1,169,2.9913788913507964,-11.734385550036587,-3,2.9314044485834994,-11.994888553459408,-67.51131878178634
170,1,170,2.9314044485834994,-11.994888553459408,0,2.8725283752889665,-11.77521465890654,-57.353395346866805
171,1,171,2.8725283752889665,-11.77521465890654,0,2.8149115085035183,-11.523373357089623,-55.122664360534095
172,1,172,2.8149115085035183,-11.523373357089623,3,2.7609226166452046,-10.797778371662753,-61.89744735621606
173,1,173,2.7609226166452046,-10.797778371662753,-3,2.7062519279515813,-10.934137738724651,-58.77267025186981
174,1,174,2.7062519279515813,-10.934137738724651,-3,2.651053723402311,-11.039640909854082,-57.57453429664851
175,1,175,2.651053723402311,-11.039640909854082,0,2.5976941794212576,-10.671908796210678,-47.32779636367867
176,1,176,2.5976941794212576,-10.671908796210678,3,2.5485116338742047,-9.836509109410564,-54.129038984459285
177,1,177,2.5485116338742047,-9.836509109410564,-3,2.4991646417691786,-9.869398421005217,-51.15024888591254
178,1,178,2.4991646417691786,-9.869398421005217,-3,2.44977382281058,-9.878163791719677,-49.969622052600364
179,1,179,2.44977382281058,-9.878163791719677,0,2.4026700921601742,-9.420746130081195,-39.76477090424399
180,1,180,2.4026700921601742,-9.420746130081195,0,2.357940618192425,-8.94589479354985,-37.73916362354888
181,1,181,2.357940618192425,-8.94589479354985,0,2.315662458408791,-8.455631956726789,-35.80232316033461
182,1,182,2.315662458408791,-8.455631956726789,0,2.27590294383775,-7.951902914208198,-33.96123428518116
183,1,183,2.27590294383775,-7.951902914208198,3,2.240935621755653,-6.993464416419363,-41.22194704454596
184,1,184,2.240935621755653,-6.993464416419363,-3,2.206357030932488,-6.9157181646330725,-38.99981675863936
185,1,185,2.206357030932488,-6.9157181646330725,3,2.176657335780774,-5.939939030342806,-38.1227725129897
186,1,186,2.176657335780774,-5.939939030342806,3,2.1518487625187404,-4.961714652406732,-36.21747335546027
187,1,187,2.1518487625187404,-4.961714652406732,0,2.1297178691606438,-4.42617867161931,-25.61412671295794
188,1,188,2.1297178691606438,-4.42617867161931,-3,2.1080631822201026,-4.33093738810825,-33.63759677442053
189,1,189,2.1080631822201026,-4.33093738810825,3,2.091345334302065,-3.343569583607486,-33.095353767131115
190,1,190,2.091345334302065,-3.343569583607486,-3,2.0751189025071755,-3.245286358977965,-31.9865722925776
191,1,191,2.0751189025071755,-3.245286358977965,0,2.061619041897839,-2.6999721218673245,-22.583780652889768
192,1,192,2.061619041897839,-2.6999721218673245,3,2.0530585510464343,-1.7120981702808975,-30.98035031546489
193,1,193,2.0530585510464343,-1.7120981702808975,-3,2.044978838229685,-1.6159425633498068,-30.36837508459234
194,1,194,2.044978838229685,-1.6159425633498068,-3,2.0373870883875673,-1.5183499684235677,-30.17081928084072
195,1,195,2.0373870883875673,-1.5183499684235677,0,2.0325050923391705,-0.9763992096793734,-20.985269402303032
196,1,196,2.0325050923391705,-0.9763992096793734,-3,2.0281021810820494,-0.8805822514242638,-29.750720293589556
197,1,197,2.0281021810820494,-0.8805822514242638,0,2.0263958025777717,-0.3412757008555043,-20.64353479470117
198,1,198,2.0263958025777717,-0.3412757008555043,0,2.027366628350472,0.19416515454002692,-20.5430466539235
199,1,199,2.027366628350472,0.19416515454002692,0,2.0309919853307172,0.7250713960490635,-20.554847239469556
200,1,200,2.0309919853307172,0.7250713960490635,-3,2.0350304053559407,0.8076840050446632,-29.677215075324895
201,1,201,2.0350304053559407,0.8076840050446632,0,2.0416887307143354,1.3316650716789031,-20.77197909881632
202,1,202,2.0416887307143354,1.3316650716789031,-3,2.0487216271078017,1.4065792786932958,-30.019797551942528
203,1,203,2.0487216271078017,1.4065792786932958,3,2.060547543225716,2.365183223582863,-30.18414805362113
204,1,204,2.060547543225716,2.365183223582863,-3,2.0726808681387614,2.4266649826090507,-30.788690057579455
205,1,205,2.0726808681387614,2.4266649826090507,3,2.089532995156943,3.3704254036362657,-31.068900199524343
206,1,206,2.089532995156943,3.3704254036362657,3,2.111041781539914,4.301757276594238,-31.96671742939539
207,1,207,2.111041781539914,4.301757276594238,3,2.137137773225869,5.219198337191068,-33.13299858370922
208,1,208,2.137137773225869,5.219198337191068,3,2.1677436207120397,6.1211694972341295,-34.56079243703793
209,1,209,2.1677436207120397,6.1211694972341295,0,2.2005579077391624,6.562857405424562,-27.24243362707567
210,1,210,2.2005579077391624,6.562857405424562,0,2.2355069549126108,6.989809434689684,-28.5193852589604
211,1,211,2.2355069549126108,6.989809434689684,0,2.2725111905735536,7.40084713218853,-29.873200320640958
212,1,212,2.2725111905735536,7.40084713218853,3,2.3137003840220816,8.237838689705587,-40.29878938381246
213,1,213,2.3137003840220816,8.237838689705587,-3,2.3545293385417456,8.165790903932802,-42.55224596288066
214,1,214,2.3545293385417456,8.165790903932802,-3,2.3949172186474623,8.077576021143297,-43.38705613894432
215,1,215,2.3949172186474623,8.077576021143297,0,2.436996780282721,8.415912327051707,-35.2028658586054
216,1,216,2.436996780282721,8.415912327051707,0,2.4806611353793033,8.732871019316473,-36.77752456520383
217,1,217,2.4806611353793033,8.732871019316473,3,2.52801262690123,9.47029830438531,-47.39470196690843
218,1,218,2.52801262690123,9.47029830438531,3,2.578908901999091,10.179255019572267,-49.922894206264615
219,1,219,2.578908901999091,10.179255019572267,-3,2.6287650613560416,9.97123187139013,-52.61557889939951
220,1,220,2.6287650613560416,9.97123187139013,-3,2.6774624266624367,9.739473061279023,-53.494575242333795
221,1,221,2.6774624266624367,9.739473061279023,0,2.727098212618324,9.927157191177434,-45.3297587820835
222,1,222,2.727098212618324,9.927157191177434,-3,2.7753161982237637,9.643597121087895,-56.04016829616488
223,1,223,2.7753161982237637,9.643597121087895,-3,2.8219954723953804,9.335854834323309,-56.811796544001496
224,1,224,2.8219954723953804,9.335854834323309,3,2.8714489281473985,9.890691150403592,-57.53411077985592
225,1,225,2.8714489281473985,9.890691150403592,0,2.921298559687295,9.969926307979323,-51.008671878061406
226,1,226,2.921298559687295,9.969926307979323,-3,2.9691822917192408,9.576746406389153,-61.609869432809134
227,1,227,2.9691822917192408,9.576746406389153,3,3.0194075286145483,10.045047379061478,-62.25162458052437
228,1,228,3.0194075286145483,10.045047379061478,3,3.0718082045364916,10.480135184388674,-64.67440680403007
229,1,229,3.0718082045364916,10.480135184388674,0,3.123996746867996,10.437708466300817,-58.16335157559467
230,1,230,3.123996746867996,10.437708466300817,-3,-3.1095805737028757,9.921597321742913,-68.69135417495788
231,1,231,-3.1095805737028757,9.921597321742913,-3,-3.0626796347069836,9.380187799178417,-67.19126606323314
232,1,232,-3.0626796347069836,9.380187799178417,-3,-3.018602986748411,8.81532959171448,-64.69882503903008
233,1,233,-3.018602986748411,8.81532959171448,-3,-2.977458109198573,8.228975509967624,-62.33082353908783
234,1,234,-2.977458109198573,8.228975509967624,3,-2.9349113655780945,8.509348724095624,-60.0978877545264
235,1,235,-2.9349113655780945,8.509348724095624,0,-2.8933134766314663,8.319577789325661,-50.30942518982417
236,1,236,-2.8933134766314663,8.319577789325661,0,-2.8527770527758025,8.107284771132763,-48.7778518295504
237,1,237,-2.8527770527758025,8.107284771132763,3,-2.8111940391151373,8.316602732133001,-56.26449120024509
238,1,238,-2.8111940391151373,8.316602732133001,0,-2.7709057567465276,8.057656473721936,-46.430647728194614
239,1,239,-2.7709057567465276,8.057656473721936,0,-2.7320140788258747,7.778335584130564,-44.88217634870654
240,1,240,-2.7320140788258747,7.778335584130564,0,-2.6946145214896235,7.479911467250245,-43.36975508044914
241,1,241,-2.6946145214896235,7.479911467250245,0,-2.6587960612621737,7.1636920454900075,-41.89964465290394
242,1,242,-2.6587960612621737,7.1636920454900075,0,-2.624641018256431,6.8310086011485796,-40.47783084917792
243,1,243,-2.624641018256431,6.8310086011485796,0,-2.592225000774934,6.483203496299424,-39.10997022446737
244,1,244,-2.592225000774934,6.483203496299424,3,-2.5594014194896837,6.564716257050032,-46.80134503065594
245,1,245,-2.5594014194896837,6.564716257050032,3,-2.5262557164382735,6.629140610282043,-46.06222808398674
246,1,246,-2.5262557164382735,6.629140610282043,0,-2.495087160190889,6.233711249476897,-36.30439024727433
247,1,247,-2.495087160190889,6.233711249476897,3,-2.4637391051604003,6.269611006097681,-44.01321527893265
248,1,248,-2.4637391051604003,6.269611006097681,-3,-2.436717286714534,5.404363689173233,-43.28085410826097
249,1,249,-2.436717286714534,5.404363689173233,-3,-2.4140488593346223,4.533685475982376,-41.60867036535262
250,1,250,-2.4140488593346223,4.533685475982376,3,-2.3913187598873793,4.546019889448569,-40.19358987578731
251,1,251,-2.3913187598873793,4.546019889448569,-3,-2.3730082902504397,3.6620939273878976,-39.658656740472765
252,1,252,-2.3730082902504397,3.6620939273878976,0,-2.356906015525626,3.2204549449627526,-29.496934921287703
253,1,253,-2.356906015525626,3.2204549449627526,3,-2.340812860887438,3.2186309276376197,-37.81216283535792
254,1,254,-2.340812860887438,3.2186309276376197,-3,-2.329193230402095,2.3239260970686044,-37.4329827533147
255,1,255,-2.329193230402095,2.3239260970686044,3,-2.3176042331202718,2.3177994563646274,-36.66576877321838
256,1,256,-2.3176042331202718,2.3177994563646274,-3,-2.310500092920958,1.4208280398627688,-36.39366633887742
257,1,257,-2.310500092920958,1.4208280398627688,-3,-2.3078592113877976,0.5281763066320536,-35.893928628824796
258,1,258,-2.3078592113877976,0.5281763066320536,3,-2.3052202035712237,0.5278015633147367,-35.65896771902628
259,1,259,-2.3052202035712237,0.5278015633147367,-3,-2.3070192806080563,-0.3598154073665222,-35.59805838378852
260,1,260,-2.3070192806080563,-0.3598154073665222,0,-2.3110018930285405,-0.7965224840968798,-26.6246365182244
261,1,261,-2.3110018930285405,-0.7965224840968798,3,-2.314927146974894,-0.7850507892706998,-35.76709355467467
262,1,262,-2.314927146974894,-0.7850507892706998,3,-2.3187876318594705,-0.7720969769153102,-35.85606895318007
